№ дела,"Наименование организации, организационно-правовая форма",ИНН организации,КПП организации,Место нахождения организации,Адрес электронной почты,Адрес места осуществления лицензируемого вида деятельности обособленным подразделением организации,КПП обособленного подразделения организации,Код субъекта РФ по месту нахождения организации,Код субъекта РФ по месту осуществления лицензируемого вида деятельности обособленным подразделением организации,Вид лицензируемой деятельности,Вид продукции, Серия лицензии,Номер лицензии,Наименование лицензирующего органа выдавшего лицензию,Дата выдачи лицензии,Дата окончания действия лицензии,Дата приостановления действия лицензии,Дата возобновления действия лицензии,Дата прекращения действия лицензии,Дата аннулирования действия лицензии,Статус лицензии,Дата изменения статуса,Регистрационный номер лицензии,Руководитель организации,Контактный телефон,К-во лицензиатов,К-во объектов,в т.ч. объектов общественного питания,Дата государственной регистрации ЮЛ,ОГРН,Плановая проверка (когда),количество объетов,Внеплановая проверка,количество объектов,,,,,,,,,,,,
,,,,,,"9. Г. Тамбов, ул. Советская, 190 а - магазин АЗК № 80",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"10. Мичуринский р-он, с. Заворонежское - магазин АЗК № 44 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"11. Г. Тамбов, ул. Московская. 10 г - магазин АЗК № 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"12. Г. тамбов, ул. Лермонтовская, -магазин АЗК № 3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"13. Г. Тамбов, ул. Базарная, 163 - магазин АЗК№ 81",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"14. Г. Тамбов, Моршанское шоссе - магазин АЗК № 4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"15. Г. Тамбов, в районе жилого дома по Рылеева, 61 - магазин АЗК № 82",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"16. Г. Мичуринск, ул. Украинская, 19 - магазин АЗК № 19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"17. Г. Уварово, ул. Б. Садовая - магазин АЗК № 52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"18. Никифоровский р-он, 425 км. а\д М6 ""Каспий"" - магазин АЗК № 77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"19. Тамбовский р-он, с. стрельцы, 448 км. а\д М6 ""Каспий"" - агазин АЗК № 41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"20. Тамбовский р-он, п. Строитель, 8 км. а\д Тамбов - Котовск - магазин АЗК № 8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"21. Тамбовский р-он, 213 км. а\д Воронеж - Тамбов - магазин АЗК № 33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"22. Сосновский р-он, 45 м. А\д Тамбов - Шацк - магазин АЗК № 55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"23. Ржаксинский р-он, 531 км. а\д М6 ""Каспий"" - магазин АЗК № 6224. Рассказовский р-он, 37 км. а\д Тамбов - Пенза - магазин АЗК № 30 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"37.Мордовский р-он, 137 км а/д Воронеж-Тамбов - магазин АЗК № 73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"25. Кирсановский р-он, с. Шиновка, ул. 6-ой район, 87 км. а\д Тамбов - Пенза - магазин АЗК № 16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"26. Петровский р-он, с. Афанасьевка - магазин АЗК № 14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"27. Мичуринский р-он, 2-ой км. а\д Мичуринск - Липецк - магазин АЗК № 18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"28. Никифоровски р-он, 409 км. а\д М6 ""Каспий"" - магазин АЗК № 76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"29. Р.п. Мучкапский. Ул. Победа, 2 - магазин АЗК № 63 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"30. Моршанский р-он, п. Устьинский, ул. Ленина - магазин АЗК № 23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"31. Моршанский  р-он, п. Пригородный - магазин АЗК № 22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"32. Мордовский р-он, р.п Мордово, ул. Техническая, 71 - магазин АЗК № 28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"33. Мичуринский р-он, с. Изосимово, а\д Москва- Волгоград - магазин АЗК № 71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"34. Тамбовский р-он, ст. Рада - магазин АЗК № 7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"35. Рассказовский р-он, 26 км. а\д Тамбов- Пенза - магазин АЗК № 79;  36. г. Тамбов, ул. Астраханская, 173 - магазин № АЗК № 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,"ООО ""Терминал-XXI""",6829028753,682901001,"г. Тамбов, ул. Державинская, 16 а, офис 204",Jorlova@econom.tmb.ru,"1.Петровский р-н, 540 км а/д Тамбов-Орел; кафе ""Тамбовский толстячок"";                                    2. Тамбовский р-н, п. Новый, ул. Магистральная, 1а; магазин при АЗС;                                                   3. Петровский р-н, 540 км а/д Тамбов-Орел; магазин при АЗС",,,,,,68МЕ,003017,,01.02.2008,01.02.2013, ,,,,действующая,,  ,Гусев Дмитрий Владимирович,71-31-02  89107505042,1,3,1,,,,,,,,,,,,,,,,,,
1588,"ООО ""Факел""",6829078828,682901001,"г. Тамбов, ул. Бастионная, 8к",m.klochkova@lerfvet.ru,"1.г. Тамбов, ул. Бастионная, 3, литер А, магазин",,68,,,,68МЕ,004541,Управление по развитию промышленности и предпринимательства Тамбовской области,4/13/2012,13.04.2013,,,,,действующая,,4286 от 12.04.2012,Филатов Олег Вячеславович,8(4752)738433  89107501797,1,1,,05.12.2011,1116829008845,,,,,,,,,,,,,,,,
1599,"ООО""Дело вкуса - Тамбов""",6829078867,682901001,"г. Тамбов, ул.Державинская, 10а №3",tambov808@gmail.com," г. Тамбов, ул. Державинская, 10а №3 ресторан",,68,68,розничная продажа алкогольной продукции,,68 МЕ,004715,управление по развитию прормышленности и предпринимательства области,6/28/2012,28.06.2013,,,,,действующая,,4486 от 27.06.2012,Клочкова Мария Валерьевна,89204774688   89035877620,1,1,1,06.12.2011,1116829008889,,,,,,,,,,,,,,,,
1600,"ООО ""Март""",6829061461,682901001,"г. Тамбов, ул. Интернациональная, 27 б",prodsouz.tmb@mail.ru,"г. Тамбов, ул. Советская/Чичканова, 164/89  кафе ",,68,68,розничная продажа алкогольной продукции,,68МЕ,004714,Управление по развитию промышленности и предпринимательства Тамбовской области,6/28/2012,28.06.2013,,,,,действующая,,4485 от 27.06.2012,Попов Глеб Дмитриевич,89107503813,1,1,1,02.12.2009,1096829008209,,,,,,,,,,,,,,,,
1605,"ООО ""Союз""",6829081813,682901001,"г. Тамбов, ул. Ипподромная, 5  ",wwwmagistral@mail.ru,"1. г. Котовск, ул. Октябрьская, 75 б магазин; 2. г. Котовск, ул. Октябрьская, 75 б  закусочная",,68,68,розничная продажа алкогольной продукции,,68 МЕ ,004796,Управление по развитию промышленности и предпринимательства Тамбовской области,12.07.2012,12.07.2013,,,,,действующая,,4561 от 11.07.2012,Демидова надежда Николаевна,89108500010,1,2,1,30.03.2012,1126829002332,,,,,,,,,,,,,,,,
1606,"ООО ""Магистраль""",6829082824,682901001,"г. Тамбов,Рассказовское шоссе, стр. 544",ankolplus@mail.ru,"1.г. Тамбов,Рассказовское шоссе, стр. 544, магазин",,68,68,розничная продажа алкогольной продукции,,68 МЕ ,004791,Управление по развитию промышленности и предпринимательства Тамбовской области,12.07.2012,12.07.2013,,,,,действующая,,4564 от 11.07.2012,Малышкина Лидия Васильевна,89156625143,1,1,,04.05.2012,1126829003344,,,,,,,,,,,,,,,,
1607,"ООО ""РТК Интерюнион""",6829078634,682901001,"г. Тамбов, ул. Ю.Гагарина, 38",cav02cavy@yandex.ru,"1.г. Тамбов, ул. Ю.Гагарина, 38 ресторан",,68,68,розничная продажа алкогольной продукции,,68 МЕ ,004823,Управление по развитию промышленности и предпринимательства Тамбовской области,19.07.2012,19.07.2013,,,,,действующая,,4596 от 18.07.2012,Свиридова Александра Владимировна,89537119242,1,1,1,26.11.2011,1116829008680,,,,,,,,,,,,,,,,
1609,"ООО ""Прайм""",6829057560,682901001,"г. Тамбов, ул. Базарная, 109, к.3",irina.trikozenko@yandex.ru,"Тамбовский район, п. Строитель, ул. Придорожная, 25А",,68,68,розничная продажа алкогольной продукции,,68МЕ,004827,Управление по развитию промышленности и предпринимательства Тамбовской области,7/20/2012,7/20/2013,,,,,действующая,,4601 от 19.07.2012,Стариков Валерий Тимофеевич,"89106505111, 89202388878",1,1,1,7/24/2009,1096829004414,,,,,,,,,,,,,,,,
1615,"ООО ""Сити Фрэш Кафе""",6829084370,682901001,"г. Тамбов, ул. Пионерская, 9",oleg_7272@list.ru,"1. г. Тамбов, ул. Пионерская, 9 кафе",,68,68,розничная продажа алкогольной продукции,,68МЕ,004941,Управление по развитию промышленности и предпринимательства Тамбовской области,9/6/2012,9/6/2013,,,,,действующая,,4751 от 05.09.2012,Смирнов Дмитрий Валерьевич,89092312020   89204851109,1,1,1,7/9/2012,1126829005445,,,,,,,,,,,,,,,,
1620,"ООО ""Первый АлкоМаркет""",6829022180,682901001,"г. Тамбов, ул. Волжская, 69",,"г. Тамбов, ул. Волжская, 69 - магазин",682901001,68,68,розничная продажа алкогольной продукции,,68МЕ,004962,Управление по развитию промышленности и предпринимательства Тамбовской области,9/25/2012,25092013,,,,,действующая,,4780 от 24.09.2012,Цымбалюк Артур Александрович,84752725344,1,1,,5/18/2006,1.06683E+12,,,,,,,,,,,,,,,,
1330,"ООО ""Синторг 2009""",6829052570,682901001,"г. Тамбов, ул. Н. Вирты, 243",,"1. . г. Тамбов, ул. Н.Вирты, 243 - магазин № 1; 2. г. Тамбов, пер. Совхозный, 26; магазин№ 4; .3. г. Тамбов, Моршанское шоссе, 13 магазин №5; 4. г. Тамбов, ул. Володарского, д. 8-магазин",,68,,,,68МЕ  ,003744,Управление по развитию промышленности и предпринимательства Тамбовской области,30.03.2011,26.03.2014,,,,,действующая,,от 29.03.2011 № 3358,Клочнева Елена Вячеславовна,51-05-18  89107575603  478034,1,4,,,1086829012258,,,,,,,,,,,,,,,,
